No. Time Source Destination Protocol Length Info
177 1.02112 172.27.136.12 114.212.128.2 TCP 1514 65338  >  80 [ACK] Seq = 142430 Ack = 1 Win = 65536 Len = 1460 [TCP segment of a reassembled PDU]
178 1.021124 172.27.136.12 114.212.128.2 TCP 1514 65338  >  80 [ACK] Seq = 143890 Ack = 1 Win = 65536 Len = 1460 [TCP segment of a reassembled PDU]
179 1.021127 172.27.136.12 114.212.128.2 TCP 1514 65338  >  80 [ACK] Seq = 145350 Ack = 1 Win = 65536 Len = 1460 [TCP segment of a reassembled PDU]
180 1.021129 172.27.136.12 114.212.128.2 TCP 1514 65338  >  80 [PSH  ACK] Seq = 146810 Ack = 1 Win = 65536 Len = 1460 [TCP segment of a reassembled PDU]
181 1.021133 172.27.136.12 114.212.128.2 TCP 1514 65338  >  80 [ACK] Seq = 148270 Ack = 1 Win = 65536 Len = 1460 [TCP segment of a reassembled PDU]
182 1.021135 172.27.136.12 114.212.128.2 TCP 1514 65338  >  80 [ACK] Seq = 149730 Ack = 1 Win = 65536 Len = 1460 [TCP segment of a reassembled PDU]
183 1.021138 172.27.136.12 114.212.128.2 TCP 1514 65338  >  80 [ACK] Seq = 151190 Ack = 1 Win = 65536 Len = 1460 [TCP segment of a reassembled PDU]
184 1.022444 114.212.128.2 172.27.136.12 TCP 60 80  >  65338 [ACK] Seq = 1 Ack = 92790 Win = 64128 Len = 0
185 1.022444 114.212.128.2 172.27.136.12 TCP 60 80  >  65338 [ACK] Seq = 1 Ack = 95710 Win = 64128 Len = 0
186 1.022444 114.212.128.2 172.27.136.12 TCP 60 80  >  65338 [ACK] Seq = 1 Ack = 98630 Win = 64128 Len = 0
187 1.022444 114.212.128.2 172.27.136.12 TCP 60 80  >  65338 [ACK] Seq = 1 Ack = 101550 Win = 64128 Len = 0
188 1.022479 172.27.136.12 114.212.128.2 TCP 1514 65338  >  80 [ACK] Seq = 152650 Ack = 1 Win = 65536 Len = 1460 [TCP segment of a reassembled PDU]
189 1.022483 172.27.136.12 114.212.128.2 TCP 1514 65338  >  80 [ACK] Seq = 154110 Ack = 1 Win = 65536 Len = 1460 [TCP segment of a reassembled PDU]
190 1.022486 172.27.136.12 114.212.128.2 TCP 1514 65338  >  80 [ACK] Seq = 155570 Ack = 1 Win = 65536 Len = 1460 [TCP segment of a reassembled PDU]
